id,title,old_category,old_unit,new_category,new_unit,bucket,confidence,reason
"9202095d-257c-4276-ae65-56ff1f4cfbbb","Master Pharmacokinetics, Dynamics & Antimicrobial Drugs","Year 3:  Pharmacology","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Pharmacology"" maps directly to taxonomy"
"7f7aa944-e1df-4404-ac24-3025558518f9","🫀 VALVULAR HEART DISEASE — ULTRA DEEP NOTES","Year 3: Cardiovascular System Pathology","","Year 3: General & Systemic Pathology","Cardiovascular System Pathology","","high","Clean label match: raw suffix ""Cardiovascular System Pathology"" maps directly to taxonomy"
"16936379-5541-46a7-9138-7089393c06a3","Bnd 3104 Nutrition And Dietetics","Year 3: Respiratory System Pathology","","Year 3: Nutrition and Dietetics","Nutrition and Dietetics","","high","Category is ""Respiratory System Pathology"" but title (""Bnd 3104 Nutrition And Dietetics"") is clearly Nutrition and Dietetics - reclassified"
"e89cc675-7eb8-42c2-b021-241126472bd1","MBPL3621 Introduction to Pharmacology Quiz 1","Year 3: Basic Pharmacology III","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology III"" maps directly to taxonomy"
"014a15f6-b25b-435c-b9d3-d68946e03f68","Pathology Continuous Assessment July 2021","Year 3: General Pathology","","Year 3: General & Systemic Pathology","General Pathology","","high","Clean label match: raw suffix ""General Pathology"" maps directly to taxonomy"
"c69a56b6-4e6e-4e81-bf59-cde7fb4e7f34","Endocrine and Metabolic Pathology MCQs: Practice Questions","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Clean label match: raw suffix ""Endocrine and Metabolic Pathology"" maps directly to taxonomy"
"1fdb0622-5e2f-4f88-81d3-9f0abef8d359","Inflammation and Tissue Repair - MCQs","Year 3: General Pathology","","Year 3: General & Systemic Pathology","General Pathology","","high","Clean label match: raw suffix ""General Pathology"" maps directly to taxonomy"
"c2b9c790-26af-41fd-b5c2-01c27380fa81","","Year 3: Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology","Clinical Chemistry","","high","Empty title field but content is a genuine Chemical Pathology exam paper (BPA2103, acid-base/respiratory-alkalosis MCQs) - legitimate content, category label correct, just missing a title"
"cb17dd01-18e8-4a33-b4ac-76aeedd53e2c","Pharmacology CRASH Course","Year 3:  Pharmacology","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Pharmacology"" maps directly to taxonomy"
"5c815f8a-1046-4fca-bb3c-f5873435d072","Endocrine and Metabolic Pathology MCQs for Medical Students","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Content confirmed Endocrine and Metabolic Pathology MCQs for Medical Students (real text ~33k chars after stripping ~1.2MB of embedded base64 image data)"
"86afc1e0-2a5e-429e-87f2-43bcbf654610","MBChB Clinical Exam: Cranial Nerves, Resp & Abdominal Skills","Year 3: Introduction to Clinical Techniques","","Year 3: Clinical Techniques","Introduction to Clinical Techniques","","high","Clean label match: raw suffix ""Introduction to Clinical Techniques"" maps directly to taxonomy"
"087bd6a6-36f6-48b6-96d5-077cb2844840","Hematopathology MCQs & Essays: MBChB Exam Revision Guide","Year 3 : Hematopathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Hematopathology"" maps directly to taxonomy"
"7cd72a72-6794-4fcc-a54a-9b9cf7b36a63","Dr. Orata Haematology MCQs: Past Paper Questions & Answers","Year 3: Hematopathology","Hematopathology","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Hematopathology"" maps directly to taxonomy"
"05730379-3a50-4d3f-b9b4-4633b675ec2c","Medical MCQs: Chemical Pathology & Haematology Exam Review","Year 3: Patho Rev","Patho Rev","Year 3: General & Systemic Pathology","General Pathology","","low","Extremely multi-topic mega-compilation (77k chars): MONDAY Chemical Pathology+Haematology (~17.7k, 23%), TUESDAY Systemic/General Pathology MCQs+Essays merged from ALL papers (~54.5k, 70%), WEDNESDAY Immunopathology (~4.8k, 6%). Picked GSP/General Pathology as dominant course share by volume but this is a mega question-bank spanning virtually the entire Year 3 curriculum and needs manual splitting; title mentions only ""Chemical Pathology & Haematology"" though those are the minority."
"1badb62d-24d0-45fd-858e-2dbadd531b58","CNS & Abdominal Exam: Clinical Techniques, History & Neurology","Year 3: Introduction to Clinical Techniques","","Year 3: Clinical Techniques","Introduction to Clinical Techniques","","high","Clean label match: raw suffix ""Introduction to Clinical Techniques"" maps directly to taxonomy"
"a07be859-2089-47e0-a864-8201284b32af","Medical Mycology Q&A: Fungal Pathogens, Drugs, & Diseases","Year 3: Medical Mycology","Medical Mycology","Year 3: Medical Microbiology and Parasitology","Medical Mycology","","high","Clean label match: raw suffix ""Medical Mycology"" maps directly to taxonomy"
"d267894d-7e44-4048-b978-8132818f526c","CVS History & Physical Exam: Symptoms, Chest Pain & Syncope","Year 3: Clinical Techniques","Clinical Techniques","Year 3: Clinical Techniques","Clinical Techniques","","high","Clean label match: raw suffix ""Clinical Techniques"" maps directly to taxonomy"
"a69b0ce3-04dd-410e-b67c-aef3375880b9","CNS History Taking & Neurological Exam Guide | Clinical Skills","Year 3: Clinical Techniques","Clinical Techniques","Year 3: Clinical Techniques","Clinical Techniques","","high","Clean label match: raw suffix ""Clinical Techniques"" maps directly to taxonomy"
"682c1d25-3d6d-4508-9f72-b7304d27cdec","Complete Nutrition Science: Macronutrients & Health Foundations","Year 3: Nutrition & Diuretics Year 3 Notes","Nutrition & Diuretics Year 3 Notes","Year 3: Nutrition and Dietetics","Nutrition and Dietetics","","high","Clean label match: raw suffix ""Nutrition & Diuretics Year 3 Notes"" maps directly to taxonomy"
"44fc681f-a206-4dd3-a5ba-22b7b1a38919","Clinical Nutrition & Dietetics: Exam Review & Core Concepts","Year 3: Nutrition & Diuretics Year 3 Notes","Community Health","Year 3: Nutrition and Dietetics","Nutrition and Dietetics","","high","Clean label match: raw suffix ""Nutrition & Diuretics Year 3 Notes"" maps directly to taxonomy"
"425c7c46-cf0a-4b37-b66b-7bf911b9cdaa","Mastering Community Health: Diagnosis, Indicators & Care Strategies","Year 3: Community Health","Community Health","Year 3: Community Health","Community Health","","high","Clean label match: raw suffix ""Community Health"" maps directly to taxonomy"
"cd769b67-4dcd-4814-bd15-50ad6c9989dc","Aplastic Anemia: Causes, Symptoms & Treatment | Hematology","Year 3: Blood Transfusion","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Category is ""Blood Transfusion"" but content (""Aplastic Anemia... Hoffbrand's Essential Haematology Ch.22, Bone Marrow Failure"") is Hematopathology - reclassified"
"7c1cc27d-4cbf-4bba-8a0f-32aa9a6e1b2d","Acute Leukaemia (AML/ALL) & WBC Disorders: Hematology Guide","Year 3: Exam Hematology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Content confirmed: Acute Leukaemia (AML/ALL) & WBC Disorders (Topics 7-14)"
"a15874d0-3082-4e8e-8783-520e71372e63","Blood Transfusion Guide: ABO, Reactions, Products & Safety","Year 3: Exam Hematology","","Year 3: Hematology and Blood Transfusion","Blood Transfusion","","high","Content confirmed: Blood Transfusion Guide - ABO, Reactions, Products & Safety (Topics 15-18)"
"3dd714bb-9dee-463a-86da-4947519713c9","MKU MBChB Year 3 Exams 2026: Timetable, Pathology, Microbiology","Year 3: Exam Timetable","","","","reference","high","Exam Timetable document - not a course unit"
"09b36161-b456-49e2-9274-0463a236aecb","High-Yield Clinical Exam Notes: Cranial Nerves, Respiratory, Cardio","Year 3: Introduction to Clinical Techniques","","Year 3: Clinical Techniques","Introduction to Clinical Techniques","","high","Clean label match: raw suffix ""Introduction to Clinical Techniques"" maps directly to taxonomy"
"8544c7a9-8ff7-4418-a282-ddf5f2978c24","CRUSH COURSE (PART 2) Clinical Chem Patho","Year 3: Clinical Chemistry","","Year 3: Chemical Pathology","Clinical Chemistry","","high","Clean label match: raw suffix ""Clinical Chemistry"" maps directly to taxonomy"
"cb640a0a-7fc6-4c0f-bb17-e701fc6d7626","CRASH COURSE PART 3 CHEMICAL PATHO","Year 3: Clinical Chemistry","","Year 3: Chemical Pathology","Clinical Chemistry","","high","Clean label match: raw suffix ""Clinical Chemistry"" maps directly to taxonomy"
"74c68d06-4cda-4429-b6b4-a82444456bf3","MBPL3822 Chemotherapy CAT 1 MCQs","Year 3: Basic Pharmacology II","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology II"" maps directly to taxonomy"
